5467,Cinnamon-bellied Ground Tyrant,126
5468,Black-fronted Ground Tyrant,130
5469,Black-billed Shrike-Tyrant,431
5470,White-tailed Shrike-Tyrant,91
5471,Great Shrike-Tyrant,180
5472,Grey-bellied Shrike-Tyrant,122
5473,Lesser Shrike-Tyrant,119
5474,Fire-eyed Diucon,1268
5475,Grey Monjita,646
5476,Black-crowned Monjita,158
5477,White-rumped Monjita,442
5478,White Monjita,873
5479,Rusty-backed Monjita,63
5480,Salinas Monjita,100
5481,Black-and-white Monjita,274
5482,Streak-throated Bush Tyrant,282
5483,Santa Marta Bush Tyrant,96
5484,Smoky Bush Tyrant,141
5485,Rufous-bellied Bush Tyrant,50
5486,Red-rumped Bush Tyrant,93
5487,Rufous-webbed Bush Tyrant,95
5488,Chocolate-vented Tyrant,148
5489,Streamer-tailed Tyrant,830
5490,Shear-tailed Grey Tyrant,175
5491,Pied Water Tyrant,776
5492,Black-backed Water Tyrant,436
5493,Masked Water Tyrant,2404
5494,White-headed Marsh Tyrant,1633
5495,Cock-tailed Tyrant,264
5496,Strange-tailed Tyrant,398
5497,Tumbes Tyrant,79
5498,Crowned Chat-Tyrant,99
5499,Kalinowski's Chat-Tyrant,3
5500,Golden-browed Chat-Tyrant,25
5501,Yellow-bellied Chat-Tyrant,156
5502,Jelski's Chat-Tyrant,43
5503,Slaty-backed Chat-Tyrant,336
5504,Blackish Chat-Tyrant,28
5505,Maroon-belted Chat-Tyrant,27
5506,Rufous-breasted Chat-Tyrant,352
5507,Brown-backed Chat-Tyrant,406
5508,D'Orbigny's Chat-Tyrant,158
5509,White-browed Chat-Tyrant,206
5510,Piura Chat-Tyrant,52
5511,Patagonian Tyrant,355
5512,Long-tailed Tyrant,1223
5513,Short-tailed Field Tyrant,108
5514,Cattle Tyrant,1863
5515,Piratic Flycatcher,809
5516,White-bearded Flycatcher,162
5517,Rusty-margined Flycatcher,1337
5518,Social Flycatcher,2143
5519,Grey-capped Flycatcher,689
5520,Dusky-chested Flycatcher,103
5521,Great Kiskadee,2760
5522,Lesser Kiskadee,857
5523,White-ringed Flycatcher,188
5524,Yellow-throated Flycatcher,100
5525,Three-striped Flycatcher,124
5526,Lemon-browed Flycatcher,134
5527,Golden-bellied Flycatcher,135
5528,Golden-crowned Flycatcher,615
5529,Baird's Flycatcher,118
5530,Sulphur-bellied Flycatcher,819
5531,Streaked Flycatcher,1768
5532,Boat-billed Flycatcher,1282
5533,Sulphury Flycatcher,194
5534,Variegated Flycatcher,812
5535,Crowned Slaty Flycatcher,570
5536,Snowy-throated Kingbird,123
5537,White-throated Kingbird,315
5538,Tropical Kingbird,2652
5539,Couch's Kingbird,1008
5540,Cassin's Kingbird,1487
5541,Thick-billed Kingbird,782
5542,Western Kingbird,2664
5543,Scissor-tailed Flycatcher,2514
5544,Fork-tailed Flycatcher,2335
5545,Eastern Kingbird,2705
5546,Grey Kingbird,1869
5547,Giant Kingbird,216
5548,Loggerhead Kingbird,932
5549,Greyish Mourner,160
5550,Pale-bellied Mourner,26
5551,Rufous Mourner,254
5552,Sibilant Sirystes,180
5553,White-rumped Sirystes,50
5554,Todd's Sirystes,8
5555,Choco Sirystes,35
5556,Rufous Casiornis,222
5557,Ash-throated Casiornis,49
5558,Rufous Flycatcher,123
5559,Yucatan Flycatcher,158
5560,Sad Flycatcher,150
5561,Dusky-capped Flycatcher,1228
5562,Swainson's Flycatcher,260
5563,Venezuelan Flycatcher,97
5564,Panamanian Flycatcher,328
5565,Short-crested Flycatcher,752
5566,Apical Flycatcher,250
5567,Pale-edged Flycatcher,468
5568,Sooty-crowned Flycatcher,61
5569,Ash-throated Flycatcher,2337
5570,Nutting's Flycatcher,410
5571,Great Crested Flycatcher,2633
5572,Brown-crested Flycatcher,1504
5573,Galapagos Flycatcher,632
5574,Grenada Flycatcher,71
5575,Rufous-tailed Flycatcher,146
5576,La Sagra's Flycatcher,645
5577,Stolid Flycatcher,225
5578,Puerto Rican Flycatcher,305
5579,Lesser Antillean Flycatcher,129
5580,Flammulated Flycatcher,106
5581,Large-headed Flatbill,106
5582,Rufous-tailed Flatbill,66
5583,Dusky-tailed Flatbill,33
5584,Rufous-tailed Attila,60
5585,Cinnamon Attila,212
5586,Ochraceous Attila,50
5587,Citron-bellied Attila,36
5588,White-eyed Attila,124
5589,Grey-hooded Attila,250
5590,Bright-rumped Attila,524
5591,Red-crested Cotinga,518
5592,Chestnut-crested Cotinga,173
5593,Swallow-tailed Cotinga,219
5594,Palkachupa Cotinga,43
5595,White-cheeked Cotinga,56
5596,Chestnut-bellied Cotinga,76
5597,Bay-vented Cotinga,78
5598,Peruvian Plantcutter,155
5599,White-tipped Plantcutter,513
5600,Rufous-tailed Plantcutter,824
5601,Hooded Berryeater,203
5602,Black-headed Berryeater,109
5603,Green-and-black Fruiteater,534
5604,Band-tailed Fruiteater,68
5605,Barred Fruiteater,248
5606,Golden-breasted Fruiteater,132
5607,Orange-breasted Fruiteater,255
5608,Black-chested Fruiteater,28
5609,Masked Fruiteater,78
5610,Scarlet-breasted Fruiteater,60
5611,Fiery-throated Fruiteater,69
5612,Handsome Fruiteater,67
5613,Red-banded Fruiteater,53
5614,Scaled Fruiteater,185
5615,Guianan Cock-of-the-rock,732
5616,Andean Cock-of-the-rock,1553
5617,Guianan Red Cotinga,125
5618,Black-necked Red Cotinga,55
5619,Lovely Cotinga,144
5620,Turquoise Cotinga,139
5621,Blue Cotinga,209
5622,Plum-throated Cotinga,194
5623,Purple-breasted Cotinga,98
5624,Banded Cotinga,93
5625,Spangled Cotinga,571
5626,Three-wattled Bellbird,340
5627,White Bellbird,92
5628,Bearded Bellbird,242
5629,Bare-throated Bellbird,274
5630,Black-and-gold Cotinga,112
5631,Grey-winged Cotinga,65
5632,Chestnut-capped Piha,88
5633,Dusky Piha,98
5634,Scimitar-winged Piha,28
5635,Rufous Piha,142
5636,Screaming Piha,260
5637,Cinnamon-vented Piha,87
5638,Rose-collared Piha,30
5639,Black-faced Cotinga,52
5640,Grey-tailed Piha,36
5641,Olivaceous Piha,170
5642,Purple-throated Cotinga,45
5643,Pompadour Cotinga,279
5644,White-tailed Cotinga,35
5645,White-winged Cotinga,83
5646,Black-tipped Cotinga,79
5647,Snowy Cotinga,129
5648,Yellow-billed Cotinga,81
5649,Bare-necked Fruitcrow,321
5650,Purple-throated Fruitcrow,609
5651,Crimson Fruitcrow,72
5652,Red-ruffed Fruitcrow,535
5653,Capuchinbird,297
5654,Bare-necked Umbrellabird,158
5655,Amazonian Umbrellabird,261
5656,Long-wattled Umbrellabird,297
5657,Dwarf Tyrant-Manakin,121
5658,Tiny Tyrant-Manakin,36
5659,Saffron-crested Tyrant-Manakin,55
5660,Sulphur-bellied Tyrant-Manakin,42
5661,Pale-bellied Tyrant-Manakin,90
5662,Wied's Tyrant-Manakin,45
5663,Serra do Mar Tyrant-Manakin,130
5664,Yellow-headed Manakin,96
5665,Jet Manakin,10
5666,Araripe Manakin,178
5667,Helmeted Manakin,449
5668,Long-tailed Manakin,436
5669,Lance-tailed Manakin,271
5670,Blue-backed Manakin,340
5671,Yungas Manakin,41
5672,Blue Manakin,719
5673,Pin-tailed Manakin,386
5674,Golden-winged Manakin,183
5675,White-throated Manakin,78
5676,White-ruffed Manakin,219
5677,White-bibbed Manakin,51
5678,Olive Manakin,21
5679,Black Manakin,85
5680,Green Manakin,64
5681,Blue-crowned Manakin,485
5682,Snow-capped Manakin,45
5683,Golden-crowned Manakin,8
5684,Opal-crowned Manakin,38
5685,Orange-bellied Manakin,39
5686,White-fronted Manakin,79
5687,Blue-rumped Manakin,60
5688,Cerulean-capped Manakin,19
5689,Orange-crested Manakin,61
5690,Yellow-crested Manakin,36
5691,Flame-crested Manakin,65
5692,White-bearded Manakin,1085
5693,White-collared Manakin,683
5694,Golden-collared Manakin,423
5695,Orange-collared Manakin,296
5696,Crimson-hooded Manakin,211
5697,Wire-tailed Manakin,454
5698,Band-tailed Manakin,389
5699,Club-winged Manakin,267
5700,Kinglet Manakin,186
5701,Striolated Manakin,53
5702,Fiery-capped Manakin,83
5703,White-crowned Manakin,396
5704,Scarlet-horned Manakin,41
5705,Red-capped Manakin,599
5706,Round-tailed Manakin,55
5707,Golden-headed Manakin,436
5708,Red-headed Manakin,190
5709,Sharpbill,170
5710,Amazonian Royal Flycatcher,353
5711,Northern Royal Flycatcher,114
5712,Pacific Royal Flycatcher,54
5713,Atlantic Royal Flycatcher,199
5714,Tawny-breasted Myiobius,40
5715,Sulphur-rumped Myiobius,151
5716,Whiskered Myiobius,114
5717,Black-tailed Myiobius,111
5718,Ruddy-tailed Flycatcher,293
5719,Black-crowned Tityra,886
5720,Black-tailed Tityra,440
5721,Masked Tityra,1295
5722,Varzea Schiffornis,55
5723,Guianan Schiffornis,10
5724,Northern Schiffornis,143
5725,Foothill Schiffornis,6
5726,Russet-winged Schiffornis,48
5727,Brown-winged Schiffornis,110
5728,Greenish Schiffornis,129
5729,Speckled Mourner,82
5730,Cinereous Mourner,89
5731,Buff-throated Purpletuft,125
5732,Dusky Purpletuft,37
5733,White-browed Purpletuft,182
5734,Brazilian Laniisoma,57
5735,Andean Laniisoma,12
5736,White-naped Xenopsaris,212
5737,Green-backed Becard,326
5738,Yellow-cheeked Becard,32
5739,Barred Becard,287
5740,Slaty Becard,46
5741,Cinereous Becard,277
5742,Chestnut-crowned Becard,345
5743,Cinnamon Becard,468
5744,White-winged Becard,876
5745,Black-capped Becard,124
5746,Black-and-white Becard,102
5747,Grey-collared Becard,116
5748,Glossy-backed Becard,51
5749,One-colored Becard,151
5750,Pink-throated Becard,113
5751,Crested Becard,395
5752,Rose-throated Becard,841
5753,Jamaican Becard,108
5754,Albert's Lyrebird,118
5755,Superb Lyrebird,679
5756,Rufous Scrubbird,23
5757,Noisy Scrubbird,30
5758,Ochre-breasted Catbird,19
5759,White-eared Catbird,235
5760,Tan-capped Catbird,2
5761,Green Catbird,435
5762,Spotted Catbird,154
5763,Huon Catbird,7
5764,Black-capped Catbird,20
5765,Northern Catbird,22
5766,Arfak Catbird,19
5767,Black-eared Catbird,181
5768,Tooth-billed Bowerbird,210
5769,Archbold's Bowerbird,53
5770,Vogelkop Bowerbird,115
5771,MacGregor's Bowerbird,11
5772,Streaked Bowerbird,16
5773,Golden-fronted Bowerbird,34
5774,Golden Bowerbird,289
5775,Masked Bowerbird,85
5776,Flame Bowerbird,75
5777,Fire-maned Bowerbird,9
5778,Regent Bowerbird,1131
5779,Satin Bowerbird,1794
5780,Western Bowerbird,452
5781,Great Bowerbird,725
5782,Spotted Bowerbird,260
5783,Yellow-breasted Bowerbird,25
5784,Fawn-breasted Bowerbird,252
5785,White-throated Treecreeper,867
5786,Papuan Treecreeper,16
5787,Red-browed Treecreeper,218
5788,White-browed Treecreeper,182
5789,Rufous Treecreeper,240
5790,Brown Treecreeper,800
5791,Black-tailed Treecreeper,93
5792,Wallace's Fairywren,11
5793,Broad-billed Fairywren,4
5794,Campbell's Fairywren,5
5795,Emperor Fairywren,43
5796,Lovely Fairywren,126
5797,Purple-backed Fairywren,262
5798,Variegated Fairywren,1406
5799,Blue-breasted Fairywren,175
5800,Red-winged Fairywren,382
5801,Superb Fairywren,2558
5802,Splendid Fairywren,1376
5803,Purple-crowned Fairywren,236
5804,White-shouldered Fairywren,67
5805,Red-backed Fairywren,1348
5806,White-winged Fairywren,506
5807,Orange-crowned Fairywren,3
5808,Southern Emu-wren,447
5809,Mallee Emu-wren,124
5810,Rufous-crowned Emu-wren,64
5811,Grey Grasswren,38
5812,Black Grasswren,59
5813,White-throated Grasswren,30
5814,Carpentarian Grasswren,58
5815,Short-tailed Grasswren,74
5816,Striated Grasswren,134
5817,Eyrean Grasswren,89
5818,Western Grasswren,124
5819,Thick-billed Grasswren,66
5820,Dusky Grasswren,165
5821,Kalkadoon Grasswren,81
5822,Black Honeyeater,268
5823,Drab Myzomela,13
5824,White-chinned Myzomela,1
5825,Ashy Myzomela,18
5826,Ruby-throated Myzomela,11
5827,Dusky Myzomela,377
5828,Red Myzomela,19
5829,Papuan Black Myzomela,15
5830,New Ireland Myzomela,2
5831,Crimson-hooded Myzomela,28
5832,Red-headed Myzomela,215
5833,Sumba Myzomela,22
5834,Mountain Myzomela,31
5835,Banda Myzomela,13
5836,Sulawesi Myzomela,92
5837,Wakolo Myzomela,12
5838,Scarlet Myzomela,967
5839,New Caledonian Myzomela,40
5840,Cardinal Myzomela,86
5841,Rotuma Myzomela,12
5842,Micronesian Myzomela,131
5843,Sclater's Myzomela,16
5844,Bismarck Black Myzomela,11
5845,Red-capped Myzomela,12
5846,Crimson-rumped Myzomela,5
5847,Red-vested Myzomela,7
5848,Black-headed Myzomela,7
5849,Sooty Myzomela,14
5850,Sulphur-breasted Myzomela,77
5851,Black-bellied Myzomela,8
5852,Black-breasted Myzomela,43
5853,Red-collared Myzomela,41
5854,Tawny-crowned Honeyeater,224
5855,Green-backed Honeyeater,41
5856,Leaden Honeyeater,3
5857,Yellowish-streaked Honeyeater,6
5858,Rufous-sided Honeyeater,13
5859,Rufous-backed Honeyeater,10
5860,Mayr's Honeyeater,1
5861,Grey-streaked Honeyeater,60
5862,Eastern Spinebill,1861
5863,Western Spinebill,257
5864,Pied Honeyeater,212
5865,Tui,1961
5866,New Zealand Bellbird,1496
5867,Chatham Bellbird,6
5868,Plain Honeyeater,22
5869,Marbled Honeyeater,19
5870,Streak-headed Honeyeater,29
5871,Banded Honeyeater,133
5872,Scaly-crowned Honeyeater,36
5873,Olive Honeyeater,48
5874,Indonesian Honeyeater,105
5875,Brown Honeyeater,1656
5876,Grey-eared Honeyeater,145
5877,Silver-eared Honeyeater,25
5878,Scaly-breasted Honeyeater,41
5879,Buru Honeyeater,9
5880,Seram Honeyeater,11
5881,Flame-eared Honeyeater,26
5882,Black-necklaced Honeyeater,5
5883,Crescent Honeyeater,347
5884,New Holland Honeyeater,2577
5885,White-cheeked Honeyeater,720
5886,White-streaked Honeyeater,53
5887,Painted Honeyeater,275
5888,Striped Honeyeater,518
5889,Spotted Honeyeater,18
5890,Macleay's Honeyeater,306
5891,Tawny-breasted Honeyeater,81
5892,Kadavu Honeyeater,35
5893,Meyer's Friarbird,17
5894,Brass's Friarbird,1
5895,Little Friarbird,854
5896,Grey Friarbird,27
5897,Timor Friarbird,29
5898,Dusky Friarbird,12
5899,Seram Friarbird,14
5900,Black-faced Friarbird,27
5901,Tanimbar Friarbird,15
5902,Helmeted Friarbird,525
5903,New Guinea Friarbird,37
5904,Hornbill Friarbird,95
5905,New Britain Friarbird,17
5906,New Ireland Friarbird,1
5907,Manus Friarbird,15
5908,Silver-crowned Friarbird,261
5909,Noisy Friarbird,1103
5910,New Caledonian Friarbird,90
5911,White-streaked Friarbird,37
5912,Blue-faced Honeyeater,2377
5913,Black-chinned Honeyeater,248
5914,Strong-billed Honeyeater,152
5915,Brown-headed Honeyeater,657
5916,White-throated Honeyeater,573
5917,White-naped Honeyeater,819
5918,Gilbert's Honeyeater,118
5919,Black-headed Honeyeater,206
5920,Polynesian Wattled Honeyeater,88
5921,Fiji Wattled Honeyeater,16
5922,Kikau,42
5923,White-eared Honeyeater,456
5924,Yellow-throated Honeyeater,171
5925,Gibberbird,120
5926,Crimson Chat,595
5927,Orange Chat,282
5928,Yellow Chat,147
5929,White-fronted Chat,877
5930,Long-billed Honeyeater,17
5931,MacGregor's Honeyeater,22
5932,Arfak Honeyeater,33
5933,Common Smoky Honeyeater,138
5934,Wattled Smoky Honeyeater,8
5935,Spangled Honeyeater,9
5936,Olive Straightbill,6
5937,Tawny Straightbill,6
5938,Rufous-banded Honeyeater,319
5939,Rufous-throated Honeyeater,276
5940,Grey Honeyeater,89
5941,Bar-breasted Honeyeater,227
5942,Brown-backed Honeyeater,269
5943,Spiny-cheeked Honeyeater,933
5944,Little Wattlebird,1333
5945,Western Wattlebird,161
5946,Red Wattlebird,1875
5947,Yellow Wattlebird,213
5948,Regent Honeyeater,404
5949,Bridled Honeyeater,132
5950,Eungella Honeyeater,57
5951,Yellow-faced Honeyeater,725
5952,Black-throated Honeyeater,7
5953,Obscure Honeyeater,12
5954,Yellow-tufted Honeyeater,684
5955,Purple-gaped Honeyeater,136
5956,Bell Miner,744
5957,Noisy Miner,2776
5958,Yellow-throated Miner,703
5959,Black-eared Miner,70
5960,Makira Honeyeater,6
5961,Sooty Melidectes,16
5962,Gilliard's Melidectes,1
5963,Short-bearded Melidectes,5
5964,Long-bearded Melidectes,3
5965,Cinnamon-browed Melidectes,11
5966,Vogelkop Melidectes,18
5967,Yellow-browed Melidectes,34
5968,Huon Melidectes,2
5969,Belford's Melidectes,102
5970,Ornate Melidectes,40
5971,White-fronted Honeyeater,211
5972,White-gaped Honeyeater,173
5973,Yellow Honeyeater,211
5974,Varied Honeyeater,181
5975,Mangrove Honeyeater,134
5976,Singing Honeyeater,627
5977,Yellow-tinted Honeyeater,147
5978,Fuscous Honeyeater,340
5979,Grey-headed Honeyeater,125
5980,Grey-fronted Honeyeater,140
5981,Yellow-plumed Honeyeater,271
5982,White-plumed Honeyeater,840
5983,Mottle-breasted Honeyeater,1
5984,Forest Honeyeater,36
5985,Mountain Honeyeater,13
5986,Scrub Honeyeater,27
5987,Mimic Honeyeater,49
5988,Tagula Honeyeater,3
5989,Graceful Honeyeater,163
5990,Elegant Honeyeater,7
5991,Yellow-gaped Honeyeater,11
5992,White-lined Honeyeater,53
5993,Kimberley Honeyeater,19
5994,Streak-breasted Honeyeater,60
5995,Puff-backed Honeyeater,19
5996,Yellow-spotted Honeyeater,252
5997,Lewin's Honeyeater,1154
5998,Guadalcanal Honeyeater,1
5999,Orange-cheeked Honeyeater,19
6000,Yellow-billed Honeyeater,12
6001,Giant Honeyeater,19
6002,Mao,40
6003,Crow Honeyeater,71
6004,Dark-eared Myza,36
6005,White-eared Myza,49
6006,Bougainville Honeyeater,4
6007,Barred Honeyeater,71
6008,White-bellied Honeyeater,15
6009,Eastern Bristlebird,165
6010,Western Bristlebird,70
6011,Rufous Bristlebird,161
6012,Spotted Pardalote,1484
6013,Forty-spotted Pardalote,187
6014,Red-browed Pardalote,115
6015,Striated Pardalote,1732
6016,Goldenface,9
6017,Fernwren,60
6018,Pilotbird,158
6019,Scrubtit,95
6020,Rockwarbler,364
6021,Chestnut-rumped Heathwren,118
6022,Shy Heathwren,129
6023,Striated Fieldwren,376
6024,Western Fieldwren,45
6025,Rufous Fieldwren,151
6026,Redthroat,139
6027,Speckled Warbler,375
6028,Rusty Mouse-warbler,23
6030,Mountain Mouse-warbler,34
6031,Pale-billed Scrubwren,12
6032,Papuan Scrubwren,31
6033,Atherton Scrubwren,120
6034,White-browed Scrubwren,1643
6035,Tasmanian Scrubwren,225
6036,Yellow-throated Scrubwren,345
6037,Large-billed Scrubwren,323
6038,Tropical Scrubwren,54
6039,Perplexing Scrubwren,2
6040,Large Scrubwren,28
6041,Buff-faced Scrubwren,16
6042,Vogelkop Scrubwren,19
6043,Grey-green Scrubwren,11
6044,Weebill,757
6045,Brown Gerygone,428
6046,Grey Gerygone,443
6047,Norfolk Gerygone,27
6048,Lord Howe Gerygone,9
6049,Chatham Gerygone,24
6050,Fan-tailed Gerygone,51
6051,Brown-breasted Gerygone,33
6052,Golden-bellied Gerygone,426
6053,Rufous-sided Gerygone,52
6054,Mangrove Gerygone,256
6055,Plain Gerygone,34
6056,Western Gerygone,265
6057,Dusky Gerygone,42
6058,Large-billed Gerygone,177
6059,Biak Gerygone,18
6060,Yellow-bellied Gerygone,33
6061,Green-backed Gerygone,66
6062,White-throated Gerygone,405
6063,Fairy Gerygone,171
6064,Mountain Thornbill,71
6065,Brown Thornbill,1404
6066,Inland Thornbill,377
6067,Tasmanian Thornbill,202
6068,New Guinea Thornbill,16
6069,Chestnut-rumped Thornbill,341
6070,Buff-rumped Thornbill,659
6071,Western Thornbill,108
6072,Slender-billed Thornbill,85
6073,Yellow-rumped Thornbill,1378
6074,Yellow Thornbill,559
6075,Grey Thornbill,11
6076,Striated Thornbill,748
6077,Slaty-backed Thornbill,45
6078,Southern Whiteface,463
6079,Chestnut-breasted Whiteface,98
6080,Banded Whiteface,79
6081,Papuan Babbler,13
6082,Grey-crowned Babbler,871
6083,Hall's Babbler,112
6084,White-browed Babbler,528
6085,Chestnut-crowned Babbler,186
6086,Papuan Logrunner,22
6087,Australian Logrunner,368
6088,Chowchilla,157
6089,Loria's Satinbird,24
6090,Crested Satinbird,73
6091,Yellow-breasted Satinbird,7
6092,Obscure Berrypecker,15
6093,Black Berrypecker,29
6094,Mid-mountain Berrypecker,12
6095,Fan-tailed Berrypecker,45
6096,Streaked Berrypecker,8
6097,Spotted Berrypecker,13
6098,Dwarf Longbill,25
6099,Pygmy Longbill,18
6100,Yellow-bellied Longbill,18
6101,Slaty-headed Longbill,7
6102,Tit Berrypecker,40
6103,Crested Berrypecker,97
6104,North Island Kokako,191
6105,South Island Kokako,67
6106,North Island Saddleback,324
6107,South Island Saddleback,479
6108,Huia,182
6109,Stitchbird,511
6110,Papuan Whipbird,5
6111,Eastern Whipbird,788
6112,Black-throated Whipbird,54
6113,Chirruping Wedgebill,118
6114,Chiming Wedgebill,120
6115,Spotted Jewel-babbler,18
6116,Blue Jewel-babbler,16
6117,Brown-headed Jewel-babbler,3
6118,Chestnut-backed Jewel-babbler,20
6119,Spotted Quail-thrush,227
6120,Chestnut Quail-thrush,156
6121,Copperback Quail-thrush,44
6122,Cinnamon Quail-thrush,143
6123,Nullarbor Quail-thrush,18
6124,Chestnut-breasted Quail-thrush,108
6125,Western Quail-thrush,45
6126,Painted Quail-thrush,12
6127,African Shrike-flycatcher,61
6128,Black-and-white Shrike-flycatcher,138
6129,Rwenzori Batis,60
6130,Margaret's Batis,12
6131,Forest Batis,27
6132,Reichenow's Batis,1
6133,Dark Batis,11
6134,Cape Batis,303
6135,Woodward's Batis,39
6136,Chinspot Batis,506
6137,Senegal Batis,86
6138,Grey-headed Batis,74
6139,Pale Batis,44
6140,Pririt Batis,224
6141,Eastern Black-headed Batis,53
6142,Western Black-headed Batis,72
6143,Pygmy Batis,100
6144,Angolan Batis,8
6145,Gabon Batis,2
6146,Ituri Batis,13
6147,Fernando Po Batis,7
6148,White-tailed Shrike,188
6149,West African Wattle-eye,27
6150,Chestnut Wattle-eye,61
6151,White-spotted Wattle-eye,3
6152,Banded Wattle-eye,12
6153,Black-throated Wattle-eye,134
6154,White-fronted Wattle-eye,28
6155,Brown-throated Wattle-eye,343
6156,Yellow-bellied Wattle-eye,32
6157,Red-cheeked Wattle-eye,13
6158,Black-necked Wattle-eye,12
6159,Jameson's Wattle-eye,8
6160,Bar-winged Flycatcher-shrike,481
6161,Black-winged Flycatcher-shrike,203
6162,Large Woodshrike,267
6163,Malabar Woodshrike,186
6164,Common Woodshrike,572
6165,Sri Lanka Woodshrike,125
6166,Rufous-winged Philentoma,125
6167,Maroon-breasted Philentoma,74
6168,White-crested Helmetshrike,528
6169,Grey-crested Helmetshrike,69
6170,Yellow-crested Helmetshrike,6
6171,Red-billed Helmetshrike,65
6172,Rufous-bellied Helmetshrike,7
6173,Retz's Helmetshrike,217
6174,Gabela Helmetshrike,24
6175,Chestnut-fronted Helmetshrike,49
6176,Fiery-breasted Bushshrike,13
6177,Monteiro's Bushshrike,12
6178,Grey-headed Bushshrike,292
6179,Lagden's Bushshrike,17
6180,Green-breasted Bushshrike,9
6181,Uluguru Bushshrike,9
6182,Mount Kupe Bushshrike,4
6183,Many-colored Bushshrike,18
6184,Black-fronted Bushshrike,34
6185,Olive Bushshrike,46
6186,Bocage's Bushshrike,38
6187,Orange-breasted Bushshrike,220
6188,Gorgeous Bushshrike,41
6189,Doherty's Bushshrike,31
6190,Bokmakierie,540
6191,Rosy-patched Bushshrike,245
6192,Marsh Tchagra,88
6193,Brown-crowned Tchagra,332
6194,Three-streaked Tchagra,55
6195,Southern Tchagra,359
6196,Black-crowned Tchagra,364
6197,Sabine's Puffback,22
6198,Pink-footed Puffback,31
6199,Red-eyed Puffback,5
6200,Black-backed Puffback,522
6201,Northern Puffback,194
6202,Pringle's Puffback,42
6203,Lowland Sooty Boubou,12
6204,Mountain Sooty Boubou,12
6205,Willard's Sooty Boubou,4
6206,Fülleborn's Boubou,9
6207,Slate-colored Boubou,204
6208,Lühder's Bushshrike,58
6209,Braun's Bushshrike,9
6210,Gabela Bushshrike,7
6211,Red-naped Bushshrike,37
6212,Black Boubou,2
6213,Ethiopian Boubou,182
6214,Tropical Boubou,234
6215,East Coast Boubou,8
6216,Southern Boubou,467
6217,Swamp Boubou,134
6218,Turati's Boubou,16
6219,Yellow-crowned Gonolek,374
6220,Papyrus Gonolek,131
6221,Black-headed Gonolek,230
6222,Crimson-breasted Shrike,699
6223,Yellow-breasted Boubou,26
6224,Brubru,278
6225,Yellow-breasted Boatbill,167
6226,Black-breasted Boatbill,91
6227,Red-tailed Vanga,134
6228,Red-shouldered Vanga,127
6229,Hook-billed Vanga,150
6230,Bernier's Vanga,35
6231,Lafresnaye's Vanga,93
6232,Van Dam's Vanga,85
6233,Pollen's Vanga,65
6234,Sickle-billed Vanga,214
6235,White-headed Vanga,114
6236,Chabert Vanga,205
6237,Blue Vanga,176
6238,Rufous Vanga,197
6239,Helmet Vanga,215
6240,Tylas Vanga,88
6241,Nuthatch Vanga,59
6242,Dark Newtonia,51
6243,Common Newtonia,143
6244,Archbold's Newtonia,90
6245,Red-tailed Newtonia,23
6246,Ward's Flycatcher,82
6247,Crossley's Vanga,49
6248,Bornean Bristlehead,121
6249,Ashy Woodswallow,944
6250,White-breasted Woodswallow,1488
6251,Fiji Woodswallow,108
6252,Ivory-backed Woodswallow,48
6253,Great Woodswallow,126
6254,White-backed Woodswallow,14
6255,Masked Woodswallow,457
6256,White-browed Woodswallow,860
6257,Black-faced Woodswallow,597
6258,Dusky Woodswallow,1383
6259,Little Woodswallow,205
6260,Lowland Peltops,47
6261,Mountain Peltops,49
6262,Black Butcherbird,487
6263,Australian Magpie,2864
6264,Grey Butcherbird,1983
6265,Silver-backed Butcherbird,109
6266,Black-backed Butcherbird,132
6267,Pied Butcherbird,1694
6268,Hooded Butcherbird,87
6269,Tagula Butcherbird,3
6270,Pied Currawong,1935
6271,Black Currawong,455
6272,Grey Currawong,811
6273,Mottled Berryhunter,16
6274,Common Iora,1758
6275,Marshall's Iora,204
6276,Green Iora,174
6277,Great Iora,81
6278,Ground Cuckooshrike,164
6279,Large Cuckooshrike,456
6280,Javan Cuckooshrike,100
6281,Black-faced Cuckooshrike,1336
6282,Wallacean Cuckooshrike,46
6283,Buru Cuckooshrike,13
6284,Moluccan Cuckooshrike,45
6285,Slaty Cuckooshrike,8
6286,South Melanesian Cuckooshrike,80
6287,North Melanesian Cuckooshrike,5
6288,Stout-billed Cuckooshrike,30
6289,Cerulean Cuckooshrike,28
6290,Sunda Cuckooshrike,77
6291,Bar-bellied Cuckooshrike,65
6292,Andaman Cuckooshrike,51
6293,Pied Cuckooshrike,7
6294,Barred Cuckooshrike,193
6295,Boyer's Cuckooshrike,35
6296,White-rumped Cuckooshrike,75
6297,White-bellied Cuckooshrike,720
6298,Manus Cuckooshrike,15
6299,Hooded Cuckooshrike,35
6300,Halmahera Cuckooshrike,15
6301,Pygmy Cuckooshrike,14
6302,New Caledonian Cuckooshrike,25
6303,Grey Cuckooshrike,80
6304,White-breasted Cuckooshrike,80
6305,Grauer's Cuckooshrike,2
6306,Madagascan Cuckooshrike,78
6307,Comoros Cuckooshrike,9
6308,Blue Cuckooshrike,31
6309,Mauritius Cuckooshrike,39
6310,Reunion Cuckooshrike,13
6311,Blackish Cuckooshrike,6
6312,Pale-shouldered Cicadabird,15
6313,Kai Cicadabird,10
